subgenus Drosophila	category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	over_represented_FDR	go_term	gene_ids
subgenus Drosophila	GO:0098687	0.001919297993093	1	1	1	chromosomal region	CC	0.064020965151938	CC chromosomal region	group9097
subgenus Drosophila	GO:0098772	0.001919297993093	1	1	1	molecular function regulator	MF	0.064020965151938	MF molecular function regulator	group9097
subgenus Drosophila	GO:1903293	0.001919297993093	1	1	1	phosphatase complex	CC	0.064020965151938	CC phosphatase complex	group9097
subgenus Drosophila	GO:1903311	0.002018207713516	1	1	1	regulation of mRNA metabolic process	BP	0.064020965151938	BP regulation of mRNA metabolic process	group8525
subgenus Drosophila	GO:0010717	0.002492745663391	1	1	1	regulation of epithelial to mesenchymal transition	BP	0.064020965151938	BP regulation of epithelial to mesenchymal transition	group1728
subgenus Drosophila	GO:0010719	0.002492745663391	1	1	1	negative regulation of epithelial to mesenchymal transition	BP	0.064020965151938	BP negative regulation of epithelial to mesenchymal transition	group1728
subgenus Drosophila	GO:0015924	0.002492745663391	1	1	1	mannosyl-oligosaccharide mannosidase activity	MF	0.064020965151938	MF mannosyl-oligosaccharide mannosidase activity	group1728
subgenus Drosophila	GO:0044431	0.002492745663391	1	1	1	NA	NA	0.064020965151938	none	group1728
subgenus Drosophila	GO:0051093	0.002492745663391	1	1	1	negative regulation of developmental process	BP	0.064020965151938	BP negative regulation of developmental process	group1728
subgenus Drosophila	GO:0051241	0.002492745663391	1	1	1	negative regulation of multicellular organismal process	BP	0.064020965151938	BP negative regulation of multicellular organismal process	group1728
subgenus Drosophila	GO:0098588	0.002492745663391	1	1	1	bounding membrane of organelle	CC	0.064020965151938	CC bounding membrane of organelle	group1728
subgenus Drosophila	GO:0098791	0.002492745663391	1	1	1	Golgi apparatus subcompartment	CC	0.064020965151938	CC Golgi apparatus subcompartment	group1728
subgenus Drosophila	GO:0000910	0.00259621643024	1	1	1	cytokinesis	BP	0.064020965151938	BP cytokinesis	group8809
subgenus Drosophila	GO:0000911	0.00259621643024	1	1	1	cytokinesis by cell plate formation	BP	0.064020965151938	BP cytokinesis by cell plate formation	group8809
subgenus Drosophila	GO:0000913	0.00259621643024	1	1	1	preprophase band assembly	BP	0.064020965151938	BP preprophase band assembly	group8809
subgenus Drosophila	GO:0001776	0.00259621643024	1	1	1	leukocyte homeostasis	BP	0.064020965151938	BP leukocyte homeostasis	group8809
subgenus Drosophila	GO:0001782	0.00259621643024	1	1	1	B cell homeostasis	BP	0.064020965151938	BP B cell homeostasis	group8809
subgenus Drosophila	GO:0002260	0.00259621643024	1	1	1	lymphocyte homeostasis	BP	0.064020965151938	BP lymphocyte homeostasis	group8809
subgenus Drosophila	GO:0002682	0.00259621643024	1	1	1	regulation of immune system process	BP	0.064020965151938	BP regulation of immune system process	group8809
subgenus Drosophila	GO:0002684	0.00259621643024	1	1	1	positive regulation of immune system process	BP	0.064020965151938	BP positive regulation of immune system process	group8809
subgenus Drosophila	GO:0002694	0.00259621643024	1	1	1	regulation of leukocyte activation	BP	0.064020965151938	BP regulation of leukocyte activation	group8809
subgenus Drosophila	GO:0002696	0.00259621643024	1	1	1	positive regulation of leukocyte activation	BP	0.064020965151938	BP positive regulation of leukocyte activation	group8809
subgenus Drosophila	GO:0002759	0.00259621643024	1	1	1	regulation of antimicrobial humoral response	BP	0.064020965151938	BP regulation of antimicrobial humoral response	group8809
subgenus Drosophila	GO:0002831	0.00259621643024	1	1	1	regulation of response to biotic stimulus	BP	0.064020965151938	BP regulation of response to biotic stimulus	group8809
subgenus Drosophila	GO:0003254	0.00259621643024	1	1	1	regulation of membrane depolarization	BP	0.064020965151938	BP regulation of membrane depolarization	group8809
subgenus Drosophila	GO:0009524	0.00259621643024	1	1	1	phragmoplast	CC	0.064020965151938	CC phragmoplast	group8809
subgenus Drosophila	GO:0009790	0.00259621643024	1	1	1	embryo development	BP	0.064020965151938	BP embryo development	group8809
subgenus Drosophila	GO:0010562	0.00259621643024	1	1	1	positive regulation of phosphorus metabolic process	BP	0.064020965151938	BP positive regulation of phosphorus metabolic process	group8809
subgenus Drosophila	GO:0016049	0.00259621643024	1	1	1	cell growth	BP	0.064020965151938	BP cell growth	group8809
subgenus Drosophila	GO:0022402	0.00259621643024	1	1	1	cell cycle process	BP	0.064020965151938	BP cell cycle process	group8809
subgenus Drosophila	GO:0022607	0.00259621643024	1	1	1	cellular component assembly	BP	0.064020965151938	BP cellular component assembly	group8809
subgenus Drosophila	GO:0031401	0.00259621643024	1	1	1	positive regulation of protein modification process	BP	0.064020965151938	BP positive regulation of protein modification process	group8809
subgenus Drosophila	GO:0032101	0.00259621643024	1	1	1	regulation of response to external stimulus	BP	0.064020965151938	BP regulation of response to external stimulus	group8809
subgenus Drosophila	GO:0032270	0.00259621643024	1	1	1	positive regulation of cellular protein metabolic process	BP	0.064020965151938	BP positive regulation of cellular protein metabolic process	group8809
subgenus Drosophila	GO:0032506	0.00259621643024	1	1	1	cytokinetic process	BP	0.064020965151938	BP cytokinetic process	group8809
subgenus Drosophila	GO:0032989	0.00259621643024	1	1	1	cellular component morphogenesis	BP	0.064020965151938	BP cellular component morphogenesis	group8809
subgenus Drosophila	GO:0040007	0.00259621643024	1	1	1	growth	BP	0.064020965151938	BP growth	group8809
subgenus Drosophila	GO:0042592	0.00259621643024	1	1	1	homeostatic process	BP	0.064020965151938	BP homeostatic process	group8809
subgenus Drosophila	GO:0043029	0.00259621643024	1	1	1	T cell homeostasis	BP	0.064020965151938	BP T cell homeostasis	group8809
subgenus Drosophila	GO:0043085	0.00259621643024	1	1	1	positive regulation of catalytic activity	BP	0.064020965151938	BP positive regulation of catalytic activity	group8809
subgenus Drosophila	GO:0043549	0.00259621643024	1	1	1	regulation of kinase activity	BP	0.064020965151938	BP regulation of kinase activity	group8809
subgenus Drosophila	GO:0043900	0.00259621643024	1	1	1	NA	NA	0.064020965151938	none	group8809
subgenus Drosophila	GO:0044085	0.00259621643024	1	1	1	cellular component biogenesis	BP	0.064020965151938	BP cellular component biogenesis	group8809
subgenus Drosophila	GO:0044093	0.00259621643024	1	1	1	positive regulation of molecular function	BP	0.064020965151938	BP positive regulation of molecular function	group8809
subgenus Drosophila	GO:0045577	0.00259621643024	1	1	1	regulation of B cell differentiation	BP	0.064020965151938	BP regulation of B cell differentiation	group8809
subgenus Drosophila	GO:0045579	0.00259621643024	1	1	1	positive regulation of B cell differentiation	BP	0.064020965151938	BP positive regulation of B cell differentiation	group8809
subgenus Drosophila	GO:0045597	0.00259621643024	1	1	1	positive regulation of cell differentiation	BP	0.064020965151938	BP positive regulation of cell differentiation	group8809
subgenus Drosophila	GO:0045619	0.00259621643024	1	1	1	regulation of lymphocyte differentiation	BP	0.064020965151938	BP regulation of lymphocyte differentiation	group8809
subgenus Drosophila	GO:0045621	0.00259621643024	1	1	1	positive regulation of lymphocyte differentiation	BP	0.064020965151938	BP positive regulation of lymphocyte differentiation	group8809
subgenus Drosophila	GO:0045937	0.00259621643024	1	1	1	positive regulation of phosphate metabolic process	BP	0.064020965151938	BP positive regulation of phosphate metabolic process	group8809
subgenus Drosophila	GO:0048536	0.00259621643024	1	1	1	spleen development	BP	0.064020965151938	BP spleen development	group8809
subgenus Drosophila	GO:0048872	0.00259621643024	1	1	1	homeostasis of number of cells	BP	0.064020965151938	BP homeostasis of number of cells	group8809
subgenus Drosophila	GO:0048878	0.00259621643024	1	1	1	chemical homeostasis	BP	0.064020965151938	BP chemical homeostasis	group8809
subgenus Drosophila	GO:0050864	0.00259621643024	1	1	1	regulation of B cell activation	BP	0.064020965151938	BP regulation of B cell activation	group8809
subgenus Drosophila	GO:0050865	0.00259621643024	1	1	1	regulation of cell activation	BP	0.064020965151938	BP regulation of cell activation	group8809
subgenus Drosophila	GO:0050867	0.00259621643024	1	1	1	positive regulation of cell activation	BP	0.064020965151938	BP positive regulation of cell activation	group8809
subgenus Drosophila	GO:0050871	0.00259621643024	1	1	1	positive regulation of B cell activation	BP	0.064020965151938	BP positive regulation of B cell activation	group8809
subgenus Drosophila	GO:0051094	0.00259621643024	1	1	1	positive regulation of developmental process	BP	0.064020965151938	BP positive regulation of developmental process	group8809
subgenus Drosophila	GO:0051240	0.00259621643024	1	1	1	positive regulation of multicellular organismal process	BP	0.064020965151938	BP positive regulation of multicellular organismal process	group8809
subgenus Drosophila	GO:0051247	0.00259621643024	1	1	1	positive regulation of protein metabolic process	BP	0.064020965151938	BP positive regulation of protein metabolic process	group8809
subgenus Drosophila	GO:0051249	0.00259621643024	1	1	1	regulation of lymphocyte activation	BP	0.064020965151938	BP regulation of lymphocyte activation	group8809
subgenus Drosophila	GO:0051251	0.00259621643024	1	1	1	positive regulation of lymphocyte activation	BP	0.064020965151938	BP positive regulation of lymphocyte activation	group8809
subgenus Drosophila	GO:0051338	0.00259621643024	1	1	1	regulation of transferase activity	BP	0.064020965151938	BP regulation of transferase activity	group8809
subgenus Drosophila	GO:0051347	0.00259621643024	1	1	1	positive regulation of transferase activity	BP	0.064020965151938	BP positive regulation of transferase activity	group8809
subgenus Drosophila	GO:0060560	0.00259621643024	1	1	1	developmental growth involved in morphogenesis	BP	0.064020965151938	BP developmental growth involved in morphogenesis	group8809
subgenus Drosophila	GO:0070925	0.00259621643024	1	1	1	organelle assembly	BP	0.064020965151938	BP organelle assembly	group8809
subgenus Drosophila	GO:0140014	0.00259621643024	1	1	1	mitotic nuclear division	BP	0.064020965151938	BP mitotic nuclear division	group8809
subgenus Drosophila	GO:1902105	0.00259621643024	1	1	1	regulation of leukocyte differentiation	BP	0.064020965151938	BP regulation of leukocyte differentiation	group8809
subgenus Drosophila	GO:1902107	0.00259621643024	1	1	1	positive regulation of leukocyte differentiation	BP	0.064020965151938	BP positive regulation of leukocyte differentiation	group8809
subgenus Drosophila	GO:1903047	0.00259621643024	1	1	1	mitotic cell cycle process	BP	0.064020965151938	BP mitotic cell cycle process	group8809
subgenus Drosophila	GO:1903708	0.00259621643024	1	1	1	positive regulation of hemopoiesis	BP	0.064020965151938	BP positive regulation of hemopoiesis	group8809
subgenus Drosophila	GO:0016417	0.002615555884543	1	1	1	S-acyltransferase activity	MF	0.064020965151938	MF S-acyltransferase activity	group7772
subgenus Drosophila	GO:0019707	0.002615555884543	1	1	1	protein-cysteine S-acyltransferase activity	MF	0.064020965151938	MF protein-cysteine S-acyltransferase activity	group7772
subgenus Drosophila	GO:0042158	0.002615555884543	1	1	1	lipoprotein biosynthetic process	BP	0.064020965151938	BP lipoprotein biosynthetic process	group7772
subgenus Drosophila	GO:0043543	0.002615555884543	1	1	1	protein acylation	BP	0.064020965151938	BP protein acylation	group7772
subgenus Drosophila	GO:0001750	0.002662025076136	1	1	1	photoreceptor outer segment	CC	0.064020965151938	CC photoreceptor outer segment	group9250
subgenus Drosophila	GO:0015931	0.002662025076136	1	1	1	nucleobase-containing compound transport	BP	0.064020965151938	BP nucleobase-containing compound transport	group9250
subgenus Drosophila	GO:0016032	0.002662025076136	1	1	1	viral process	BP	0.064020965151938	BP viral process	group9250
subgenus Drosophila	GO:0031503	0.002662025076136	1	1	1	protein-containing complex localization	BP	0.064020965151938	BP protein-containing complex localization	group9250
subgenus Drosophila	GO:0044403	0.002662025076136	1	1	1	biological process involved in symbiotic interaction	BP	0.064020965151938	BP biological process involved in symbiotic interaction	group9250
subgenus Drosophila	GO:0044419	0.002662025076136	1	1	1	biological process involved in interspecies interaction between organisms	BP	0.064020965151938	BP biological process involved in interspecies interaction between organisms	group9250
subgenus Drosophila	GO:0044441	0.002662025076136	1	1	1	NA	NA	0.064020965151938	none	group9250
subgenus Drosophila	GO:0044463	0.002662025076136	1	1	1	NA	NA	0.064020965151938	none	group9250
subgenus Drosophila	GO:0050657	0.002662025076136	1	1	1	nucleic acid transport	BP	0.064020965151938	BP nucleic acid transport	group9250
subgenus Drosophila	GO:0051169	0.002662025076136	1	1	1	nuclear transport	BP	0.064020965151938	BP nuclear transport	group9250
subgenus Drosophila	GO:0051704	0.002662025076136	1	1	1	multi-organism process	BP	0.064020965151938	BP multi-organism process	group9250
subgenus Drosophila	GO:0071166	0.002662025076136	1	1	1	ribonucleoprotein complex localization	BP	0.064020965151938	BP ribonucleoprotein complex localization	group9250
subgenus Drosophila	GO:0071427	0.002662025076136	1	1	1	mRNA-containing ribonucleoprotein complex export from nucleus	BP	0.064020965151938	BP mRNA-containing ribonucleoprotein complex export from nucleus	group9250
subgenus Drosophila	GO:0097458	0.002662025076136	1	1	1	NA	NA	0.064020965151938	none	group9250
subgenus Drosophila	GO:0097731	0.002662025076136	1	1	1	9+0 non-motile cilium	CC	0.064020965151938	CC 9+0 non-motile cilium	group9250
subgenus Drosophila	GO:0097733	0.002662025076136	1	1	1	photoreceptor cell cilium	CC	0.064020965151938	CC photoreceptor cell cilium	group9250
subgenus Drosophila	GO:0120025	0.002662025076136	1	1	1	plasma membrane bounded cell projection	CC	0.064020965151938	CC plasma membrane bounded cell projection	group9250
subgenus Drosophila	GO:0120038	0.002662025076136	1	1	1	NA	NA	0.064020965151938	none	group9250
subgenus Drosophila	GO:0140104	0.002662025076136	1	1	1	molecular carrier activity	MF	0.064020965151938	MF molecular carrier activity	group9250
